TJ                    X                   Y                   Z                  VX                  VY                  VZ                  FI                 PSI                GAMA
s                    m                   m                   m               m / s               m / s               m / s                  бу                  бу                  бу
248.4               5.0483e+005         7.692e+005          -1996               3759.9              5110.8              -20.179             53.659              0                   0                   
248.5               5.0521e+005         7.6971e+005         -1998.1             3759.9              5110.1              -20.188             53.655              0                   0                   
248.6               5.0559e+005         7.7022e+005         -2000.1             3759.8              5109.3              -20.197             53.651              0                   0                   
248.7               5.0596e+005         7.7073e+005         -2002.1             3759.8              5108.5              -20.206             53.648              0                   0                   
248.8               5.0634e+005         7.7124e+005         -2004.1             3759.7              5107.7              -20.215             53.644              0                   0                   
248.9               5.0671e+005         7.7175e+005         -2006.1             3759.6              5107                -20.224             53.64               0                   0                   
249                 5.0709e+005         7.7226e+005         -2008.2             3759.6              5106.2              -20.233             53.636              0                   0                   
249.1               5.0747e+005         7.7277e+005         -2010.2             3759.5              5105.4              -20.241             53.633              0                   0                   
249.2               5.0784e+005         7.7328e+005         -2012.2             3759.5              5104.6              -20.25              53.629              0                   0                   
249.3               5.0822e+005         7.7379e+005         -2014.2             3759.4              5103.9              -20.259             53.625              0                   0                   
249.4               5.0859e+005         7.743e+005          -2016.3             3759.4              5103.1              -20.268             53.621              0                   0                   
249.5               5.0897e+005         7.7481e+005         -2018.3             3759.3              5102.3              -20.277             53.618              0                   0                   
249.6               5.0935e+005         7.7532e+005         -2020.3             3759.3              5101.5              -20.286             53.614              0                   0                   
249.7               5.0972e+005         7.7583e+005         -2022.3             3759.2              5100.8              -20.295             53.61               0                   0                   
249.8               5.101e+005          7.7634e+005         -2024.4             3759.1              5100                -20.303             53.606              0                   0                   
249.9               5.1047e+005         7.7685e+005         -2026.4             3759.1              5099.2              -20.312             53.603              0                   0                   
250                 5.1085e+005         7.7736e+005         -2028.4             3759                5098.4              -20.321             53.599              0                   0                   
250.1               5.1123e+005         7.7787e+005         -2030.5             3759                5097.7              -20.33              53.595              0                   0                   
250.2               5.116e+005          7.7838e+005         -2032.5             3758.9              5096.9              -20.338             53.591              0                   0                   
250.3               5.1198e+005         7.7889e+005         -2034.5             3758.9              5096.1              -20.347             53.588              0                   0                   
250.4               5.1235e+005         7.794e+005          -2036.6             3758.8              5095.3              -20.356             53.584              0                   0                   
250.5               5.1273e+005         7.7991e+005         -2038.6             3758.8              5094.6              -20.365             53.58               0                   0                   
250.6               5.1311e+005         7.8042e+005         -2040.6             3758.7              5093.8              -20.374             53.576              0                   0                   
250.7               5.1348e+005         7.8093e+005         -2042.7             3758.6              5093                -20.382             53.573              0                   0                   
250.8               5.1386e+005         7.8144e+005         -2044.7             3758.6              5092.2              -20.391             53.569              0                   0                   
250.9               5.1423e+005         7.8195e+005         -2046.8             3758.5              5091.5              -20.4               53.565              0                   0                   
251                 5.1461e+005         7.8246e+005         -2048.8             3758.5              5090.7              -20.409             53.561              0                   0                   
251.1               5.1498e+005         7.8297e+005         -2050.8             3758.4              5089.9              -20.417             53.558              0                   0                   
251.2               5.1536e+005         7.8347e+005         -2052.9             3758.4              5089.1              -20.426             53.554              0                   0                   
251.3               5.1574e+005         7.8398e+005         -2054.9             3758.3              5088.4              -20.435             53.55               0                   0                   
251.4               5.1611e+005         7.8449e+005         -2057               3758.2              5087.6              -20.443             53.546              0                   0                   
251.5               5.1649e+005         7.85e+005           -2059               3758.2              5086.8              -20.452             53.543              0                   0                   
251.6               5.1686e+005         7.8551e+005         -2061.1             3758.1              5086.1              -20.461             53.539              0                   0                   
251.7               5.1724e+005         7.8602e+005         -2063.1             3758.1              5085.3              -20.469             53.535              0                   0                   
251.8               5.1762e+005         7.8653e+005         -2065.2             3758                5084.5              -20.478             53.531              0                   0                   
251.9               5.1799e+005         7.8704e+005         -2067.2             3758                5083.7              -20.487             53.528              0                   0                   
252                 5.1837e+005         7.8754e+005         -2069.3             3757.9              5083                -20.495             53.524              0                   0                   
252.1               5.1874e+005         7.8805e+005         -2071.3             3757.9              5082.2              -20.504             53.52               0                   0                   
252.2               5.1912e+005         7.8856e+005         -2073.4             3757.8              5081.4              -20.513             53.516              0                   0                   
252.3               5.1949e+005         7.8907e+005         -2075.4             3757.7              5080.6              -20.521             53.513              0                   0                   
252.4               5.1987e+005         7.8958e+005         -2077.5             3757.7              5079.9              -20.53              53.509              0                   0                   
252.5               5.2025e+005         7.9008e+005         -2079.5             3757.6              5079.1              -20.539             53.505              0                   0                   
252.6               5.2062e+005         7.9059e+005         -2081.6             3757.6              5078.3              -20.547             53.501              0                   0                   
252.7               5.21e+005           7.911e+005          -2083.6             3757.5              5077.6              -20.556             53.498              0                   0                   
252.8               5.2137e+005         7.9161e+005         -2085.7             3757.5              5076.8              -20.564             53.494              0                   0                   
252.9               5.2175e+005         7.9212e+005         -2087.7             3757.4              5076                -20.573             53.49               0                   0                   
253                 5.2212e+005         7.9262e+005         -2089.8             3757.3              5075.2              -20.582             53.486              0                   0                   
253.1               5.225e+005          7.9313e+005         -2091.9             3757.3              5074.5              -20.59              53.483              0                   0                   
253.2               5.2288e+005         7.9364e+005         -2093.9             3757.2              5073.7              -20.599             53.479              0                   0                   
253.3               5.2325e+005         7.9415e+005         -2096               3757.2              5072.9              -20.607             53.475              0                   0                   
253.4               5.2363e+005         7.9465e+005         -2098               3757.1              5072.2              -20.616             53.471              0                   0                   
253.5               5.24e+005           7.9516e+005         -2100.1             3757.1              5071.4              -20.624             53.468              0                   0                   
253.6               5.2438e+005         7.9567e+005         -2102.2             3757                5070.6              -20.633             53.464              0                   0                   
253.7               5.2475e+005         7.9617e+005         -2104.2             3756.9              5069.8              -20.641             53.46               0                   0                   
253.8               5.2513e+005         7.9668e+005         -2106.3             3756.9              5069.1              -20.65              53.456              0                   0                   
253.9               5.2551e+005         7.9719e+005         -2108.4             3756.8              5068.3              -20.658             53.453              0                   0                   
254                 5.2588e+005         7.9769e+005         -2110.4             3756.8              5067.5              -20.667             53.449              0                   0                   
254.1               5.2626e+005         7.982e+005          -2112.5             3756.7              5066.8              -20.676             53.445              0                   0                   
254.2               5.2663e+005         7.9871e+005         -2114.6             3756.7              5066                -20.684             53.441              0                   0                   
254.3               5.2701e+005         7.9921e+005         -2116.6             3756.6              5065.2              -20.693             53.438              0                   0                   
254.4               5.2738e+005         7.9972e+005         -2118.7             3756.5              5064.5              -20.701             53.434              0                   0                   
254.5               5.2776e+005         8.0023e+005         -2120.8             3756.5              5063.7              -20.709             53.43               0                   0                   
254.6               5.2814e+005         8.0073e+005         -2122.8             3756.4              5062.9              -20.718             53.426              0                   0                   
254.7               5.2851e+005         8.0124e+005         -2124.9             3756.4              5062.1              -20.726             53.423              0                   0                   
254.8               5.2889e+005         8.0175e+005         -2127               3756.3              5061.4              -20.735             53.419              0                   0                   
254.9               5.2926e+005         8.0225e+005         -2129.1             3756.3              5060.6              -20.743             53.415              0                   0                   
255                 5.2964e+005         8.0276e+005         -2131.1             3756.2              5059.8              -20.752             53.411              0                   0                   
255.1               5.3001e+005         8.0326e+005         -2133.2             3756.1              5059.1              -20.76              53.408              0                   0                   
255.2               5.3039e+005         8.0377e+005         -2135.3             3756.1              5058.3              -20.769             53.404              0                   0                   
255.3               5.3076e+005         8.0428e+005         -2137.4             3756                5057.5              -20.777             53.4                0                   0                   
255.4               5.3114e+005         8.0478e+005         -2139.4             3756                5056.8              -20.785             53.396              0                   0                   
255.5               5.3152e+005         8.0529e+005         -2141.5             3755.9              5056                -20.794             53.393              0                   0                   
255.6               5.3189e+005         8.0579e+005         -2143.6             3755.9              5055.2              -20.802             53.389              0                   0                   
255.7               5.3227e+005         8.063e+005          -2145.7             3755.8              5054.5              -20.811             53.385              0                   0                   
255.8               5.3264e+005         8.068e+005          -2147.8             3755.7              5053.7              -20.819             53.381              0                   0                   
255.9               5.3302e+005         8.0731e+005         -2149.8             3755.7              5052.9              -20.827             53.378              0                   0                   
256                 5.3339e+005         8.0781e+005         -2151.9             3755.6              5052.2              -20.836             53.374              0                   0                   
256.1               5.3377e+005         8.0832e+005         -2154               3755.6              5051.4              -20.844             53.37               0                   0                   
256.2               5.3415e+005         8.0882e+005         -2156.1             3755.5              5050.6              -20.853             53.366              0                   0                   
256.3               5.3452e+005         8.0933e+005         -2158.2             3755.5              5049.9              -20.861             53.363              0                   0                   
256.4               5.349e+005          8.0983e+005         -2160.3             3755.4              5049.1              -20.869             53.359              0                   0                   
256.5               5.3527e+005         8.1034e+005         -2162.4             3755.3              5048.3              -20.878             53.355              0                   0                   
256.6               5.3565e+005         8.1084e+005         -2164.4             3755.3              5047.6              -20.886             53.351              0                   0                   
256.7               5.3602e+005         8.1135e+005         -2166.5             3755.2              5046.8              -20.894             53.348              0                   0                   
256.8               5.364e+005          8.1185e+005         -2168.6             3755.2              5046                -20.903             53.344              0                   0                   
256.9               5.3677e+005         8.1236e+005         -2170.7             3755.1              5045.3              -20.911             53.34               0                   0                   
257                 5.3715e+005         8.1286e+005         -2172.8             3755.1              5044.5              -20.919             53.336              0                   0                   
257.1               5.3752e+005         8.1337e+005         -2174.9             3755                5043.7              -20.927             53.333              0                   0                   
257.2               5.379e+005          8.1387e+005         -2177               3754.9              5043                -20.936             53.329              0                   0                   
257.3               5.3828e+005         8.1438e+005         -2179.1             3754.9              5042.2              -20.944             53.325              0                   0                   
257.4               5.3865e+005         8.1488e+005         -2181.2             3754.8              5041.4              -20.952             53.321              0                   0                   
257.5               5.3903e+005         8.1538e+005         -2183.3             3754.8              5040.7              -20.961             53.318              0                   0                   
257.6               5.394e+005          8.1589e+005         -2185.4             3754.7              5039.9              -20.969             53.314              0                   0                   
257.7               5.3978e+005         8.1639e+005         -2187.5             3754.6              5039.1              -20.977             53.31               0                   0                   
257.8               5.4015e+005         8.169e+005          -2189.6             3754.6              5038.4              -20.985             53.306              0                   0                   
257.9               5.4053e+005         8.174e+005          -2191.7             3754.5              5037.6              -20.994             53.303              0                   0                   
258                 5.409e+005          8.179e+005          -2193.8             3754.5              5036.8              -21.002             53.299              0                   0                   
258.1               5.4128e+005         8.1841e+005         -2195.9             3754.4              5036.1              -21.01              53.295              0                   0                   
258.2               5.4165e+005         8.1891e+005         -2198               3754.4              5035.3              -21.018             53.291              0                   0                   
258.3               5.4203e+005         8.1941e+005         -2200.1             3754.3              5034.5              -21.026             53.288              0                   0                   
258.4               5.4241e+005         8.1992e+005         -2202.2             3754.2              5033.8              -21.035             53.284              0                   0                   
258.5               5.4278e+005         8.2042e+005         -2204.3             3754.2              5033                -21.043             53.28               0                   0                   
258.6               5.4316e+005         8.2092e+005         -2206.4             3754.1              5032.2              -21.051             53.277              0                   0                   
258.7               5.4353e+005         8.2143e+005         -2208.5             3754.1              5031.5              -21.059             53.273              0                   0                   
258.8               5.4391e+005         8.2193e+005         -2210.6             3754                5030.7              -21.067             53.269              0                   0                   
258.9               5.4428e+005         8.2243e+005         -2212.7             3753.9              5029.9              -21.076             53.265              0                   0                   
259                 5.4466e+005         8.2294e+005         -2214.8             3753.9              5029.2              -21.084             53.262              0                   0                   
259.1               5.4503e+005         8.2344e+005         -2216.9             3753.8              5028.4              -21.092             53.258              0                   0                   
259.2               5.4541e+005         8.2394e+005         -2219               3753.8              5027.6              -21.1               53.254              0                   0                   
259.3               5.4578e+005         8.2444e+005         -2221.1             3753.7              5026.9              -21.108             53.25               0                   0                   
259.4               5.4616e+005         8.2495e+005         -2223.2             3753.7              5026.1              -21.116             53.247              0                   0                   
259.5               5.4654e+005         8.2545e+005         -2225.4             3753.6              5025.4              -21.124             53.243              0                   0                   
259.6               5.4691e+005         8.2595e+005         -2227.5             3753.5              5024.6              -21.133             53.239              0                   0                   
259.7               5.4729e+005         8.2645e+005         -2229.6             3753.5              5023.8              -21.141             53.235              0                   0                   
259.8               5.4766e+005         8.2696e+005         -2231.7             3753.4              5023.1              -21.149             53.232              0                   0                   
259.9               5.4804e+005         8.2746e+005         -2233.8             3753.4              5022.3              -21.157             53.228              0                   0                   
260                 5.4841e+005         8.2796e+005         -2235.9             3753.3              5021.5              -21.165             53.224              0                   0                   
260.1               5.4879e+005         8.2846e+005         -2238               3753.2              5020.8              -21.173             53.22               0                   0                   
260.2               5.4916e+005         8.2897e+005         -2240.2             3753.2              5020                -21.181             53.217              0                   0                   
260.3               5.4954e+005         8.2947e+005         -2242.3             3753.1              5019.2              -21.189             53.213              0                   0                   
260.4               5.4991e+005         8.2997e+005         -2244.4             3753.1              5018.5              -21.197             53.209              0                   0                   
260.5               5.5029e+005         8.3047e+005         -2246.5             3753                5017.7              -21.205             53.205              0                   0                   
260.6               5.5066e+005         8.3097e+005         -2248.6             3753                5017                -21.213             53.202              0                   0                   
260.7               5.5104e+005         8.3147e+005         -2250.8             3752.9              5016.2              -21.221             53.198              0                   0                   
260.8               5.5141e+005         8.3198e+005         -2252.9             3752.8              5015.4              -21.229             53.194              0                   0                   
260.9               5.5179e+005         8.3248e+005         -2255               3752.8              5014.7              -21.237             53.19               0                   0                   
261                 5.5216e+005         8.3298e+005         -2257.1             3752.7              5013.9              -21.245             53.187              0                   0                   
261.1               5.5254e+005         8.3348e+005         -2259.3             3752.7              5013.2              -21.254             53.183              0                   0                   
261.2               5.5292e+005         8.3398e+005         -2261.4             3752.6              5012.4              -21.262             53.179              0                   0                   
261.3               5.5329e+005         8.3448e+005         -2263.5             3752.5              5011.6              -21.27              53.175              0                   0                   
261.4               5.5367e+005         8.3498e+005         -2265.6             3752.5              5010.9              -21.278             53.172              0                   0                   
261.5               5.5404e+005         8.3549e+005         -2267.8             3752.4              5010.1              -21.286             53.168              0                   0                   
261.6               5.5442e+005         8.3599e+005         -2269.9             3752.4              5009.3              -21.293             53.164              0                   0                   
261.7               5.5479e+005         8.3649e+005         -2272               3752.3              5008.6              -21.301             53.16               0                   0                   
261.8               5.5517e+005         8.3699e+005         -2274.2             3752.2              5007.8              -21.309             53.157              0                   0                   
261.9               5.5554e+005         8.3749e+005         -2276.3             3752.2              5007.1              -21.317             53.153              0                   0                   
262                 5.5592e+005         8.3799e+005         -2278.4             3752.1              5006.3              -21.325             53.149              0                   0                   
262.1               5.5629e+005         8.3849e+005         -2280.6             3752.1              5005.5              -21.333             53.145              0                   0                   
262.2               5.5667e+005         8.3899e+005         -2282.7             3752                5004.8              -21.341             53.142              0                   0                   
262.3               5.5704e+005         8.3949e+005         -2284.8             3751.9              5004                -21.349             53.138              0                   0                   
262.4               5.5742e+005         8.3999e+005         -2287               3751.9              5003.3              -21.357             53.134              0                   0                   
262.5               5.5779e+005         8.4049e+005         -2289.1             3751.8              5002.5              -21.365             53.13               0                   0                   
262.6               5.5817e+005         8.4099e+005         -2291.2             3751.8              5001.7              -21.373             53.127              0                   0                   
262.7               5.5854e+005         8.4149e+005         -2293.4             3751.7              5001                -21.381             53.123              0                   0                   
262.8               5.5892e+005         8.4199e+005         -2295.5             3751.6              5000.2              -21.389             53.119              0                   0                   
262.9               5.5929e+005         8.4249e+005         -2297.6             3751.6              4999.5              -21.397             53.115              0                   0                   
263                 5.5967e+005         8.4299e+005         -2299.8             3751.5              4998.7              -21.404             53.112              0                   0                   
263.1               5.6004e+005         8.4349e+005         -2301.9             3751.5              4997.9              -21.412             53.108              0                   0                   
263.2               5.6042e+005         8.4399e+005         -2304.1             3751.4              4997.2              -21.42              53.104              0                   0                   
263.3               5.6079e+005         8.4449e+005         -2306.2             3751.4              4996.4              -21.428             53.1                0                   0                   
263.4               5.6117e+005         8.4499e+005         -2308.4             3751.3              4995.7              -21.436             53.097              0                   0                   
263.5               5.6154e+005         8.4549e+005         -2310.5             3751.2              4994.9              -21.444             53.093              0                   0                   
263.6               5.6192e+005         8.4599e+005         -2312.6             3751.2              4994.1              -21.452             53.089              0                   0                   
263.7               5.623e+005          8.4649e+005         -2314.8             3751.1              4993.4              -21.459             53.085              0                   0                   
263.8               5.6267e+005         8.4699e+005         -2316.9             3751.1              4992.6              -21.467             53.082              0                   0                   
263.9               5.6305e+005         8.4749e+005         -2319.1             3751                4991.9              -21.475             53.078              0                   0                   
264                 5.6342e+005         8.4799e+005         -2321.2             3750.9              4991.1              -21.483             53.074              0                   0                   
264.1               5.638e+005          8.4849e+005         -2323.4             3750.9              4990.3              -21.491             53.071              0                   0                   
264.2               5.6417e+005         8.4898e+005         -2325.5             3750.8              4989.6              -21.499             53.067              0                   0                   
264.3               5.6455e+005         8.4948e+005         -2327.7             3750.8              4988.8              -21.506             53.063              0                   0                   
264.4               5.6492e+005         8.4998e+005         -2329.8             3750.7              4988.1              -21.514             53.059              0                   0                   
264.5               5.653e+005          8.5048e+005         -2332               3750.6              4987.3              -21.522             53.056              0                   0                   
264.6               5.6567e+005         8.5098e+005         -2334.1             3750.6              4986.6              -21.53              53.052              0                   0                   
264.7               5.6605e+005         8.5148e+005         -2336.3             3750.5              4985.8              -21.537             53.048              0                   0                   
264.8               5.6642e+005         8.5198e+005         -2338.4             3750.5              4985                -21.545             53.044              0                   0                   
264.9               5.668e+005          8.5248e+005         -2340.6             3750.4              4984.3              -21.553             53.041              0                   0                   
265                 5.6717e+005         8.5297e+005         -2342.8             3750.3              4983.5              -21.561             53.037              0                   0                   
265.1               5.6755e+005         8.5347e+005         -2344.9             3750.3              4982.8              -21.568             53.033              0                   0                   
265.2               5.6792e+005         8.5397e+005         -2347.1             3750.2              4982                -21.576             53.029              0                   0                   
265.3               5.683e+005          8.5447e+005         -2349.2             3750.2              4981.3              -21.584             53.026              0                   0                   
265.4               5.6867e+005         8.5497e+005         -2351.4             3750.1              4980.5              -21.592             53.022              0                   0                   
265.5               5.6905e+005         8.5546e+005         -2353.5             3750                4979.7              -21.599             53.018              0                   0                   
265.6               5.6942e+005         8.5596e+005         -2355.7             3750                4979                -21.607             53.014              0                   0                   
265.7               5.698e+005          8.5646e+005         -2357.9             3749.9              4978.2              -21.615             53.011              0                   0                   
265.8               5.7017e+005         8.5696e+005         -2360               3749.9              4977.5              -21.622             53.007              0                   0                   
265.9               5.7055e+005         8.5746e+005         -2362.2             3749.8              4976.7              -21.63              53.003              0                   0                   
266                 5.7092e+005         8.5795e+005         -2364.3             3749.7              4976                -21.638             52.999              0                   0                   
266.1               5.713e+005          8.5845e+005         -2366.5             3749.7              4975.2              -21.645             52.996              0                   0                   
266.2               5.7167e+005         8.5895e+005         -2368.7             3749.6              4974.4              -21.653             52.992              0                   0                   
266.3               5.7205e+005         8.5945e+005         -2370.8             3749.6              4973.7              -21.661             52.988              0                   0                   
266.4               5.7242e+005         8.5994e+005         -2373               3749.5              4972.9              -21.668             52.984              0                   0                   
266.5               5.728e+005          8.6044e+005         -2375.2             3749.4              4972.2              -21.676             52.981              0                   0                   
266.6               5.7317e+005         8.6094e+005         -2377.3             3749.4              4971.4              -21.684             52.977              0                   0                   
266.7               5.7355e+005         8.6143e+005         -2379.5             3749.3              4970.7              -21.691             52.973              0                   0                   
266.8               5.7392e+005         8.6193e+005         -2381.7             3749.2              4969.9              -21.699             52.969              0                   0                   
266.9               5.743e+005          8.6243e+005         -2383.9             3749.2              4969.2              -21.707             52.966              0                   0                   
267                 5.7467e+005         8.6293e+005         -2386               3749.1              4968.4              -21.714             52.962              0                   0                   
267.1               5.7505e+005         8.6342e+005         -2388.2             3749.1              4967.6              -21.722             52.958              0                   0                   
267.2               5.7542e+005         8.6392e+005         -2390.4             3749                4966.9              -21.729             52.954              0                   0                   
267.3               5.758e+005          8.6442e+005         -2392.5             3748.9              4966.1              -21.737             52.951              0                   0                   
267.4               5.7617e+005         8.6491e+005         -2394.7             3748.9              4965.4              -21.745             52.947              0                   0                   
267.5               5.7654e+005         8.6541e+005         -2396.9             3748.8              4964.6              -21.752             52.943              0                   0                   
267.6               5.7692e+005         8.6591e+005         -2399.1             3748.8              4963.9              -21.76              52.94               0                   0                   
267.7               5.7729e+005         8.664e+005          -2401.2             3748.7              4963.1              -21.767             52.936              0                   0                   
267.8               5.7767e+005         8.669e+005          -2403.4             3748.6              4962.4              -21.775             52.932              0                   0                   
267.9               5.7804e+005         8.6739e+005         -2405.6             3748.6              4961.6              -21.782             52.928              0                   0                   
268                 5.7842e+005         8.6789e+005         -2407.8             3748.5              4960.9              -21.79              52.925              0                   0                   
268.1               5.7879e+005         8.6839e+005         -2410               3748.5              4960.1              -21.797             52.921              0                   0                   
268.2               5.7917e+005         8.6888e+005         -2412.1             3748.4              4959.3              -21.805             52.917              0                   0                   
268.3               5.7954e+005         8.6938e+005         -2414.3             3748.3              4958.6              -21.812             52.913              0                   0                   
268.4               5.7992e+005         8.6987e+005         -2416.5             3748.3              4957.8              -21.82              52.91               0                   0                   
268.5               5.8029e+005         8.7037e+005         -2418.7             3748.2              4957.1              -21.827             52.906              0                   0                   
268.6               5.8067e+005         8.7087e+005         -2420.9             3748.2              4956.3              -21.835             52.902              0                   0                   
268.7               5.8104e+005         8.7136e+005         -2423               3748.1              4955.6              -21.842             52.898              0                   0                   
268.8               5.8142e+005         8.7186e+005         -2425.2             3748                4954.8              -21.85              52.895              0                   0                   
268.9               5.8179e+005         8.7235e+005         -2427.4             3748                4954.1              -21.857             52.891              0                   0                   
269                 5.8217e+005         8.7285e+005         -2429.6             3747.9              4953.3              -21.865             52.887              0                   0                   
269.1               5.8254e+005         8.7334e+005         -2431.8             3747.9              4952.6              -21.872             52.883              0                   0                   
269.2               5.8292e+005         8.7384e+005         -2434               3747.8              4951.8              -21.88              52.88               0                   0                   
269.3               5.8329e+005         8.7433e+005         -2436.2             3747.7              4951.1              -21.887             52.876              0                   0                   
269.4               5.8367e+005         8.7483e+005         -2438.4             3747.7              4950.3              -21.895             52.872              0                   0                   
269.5               5.8404e+005         8.7532e+005         -2440.5             3747.6              4949.6              -21.902             52.868              0                   0                   
269.6               5.8442e+005         8.7582e+005         -2442.7             3747.5              4948.8              -21.91              52.865              0                   0                   
269.7               5.8479e+005         8.7631e+005         -2444.9             3747.5              4948                -21.917             52.861              0                   0                   
269.8               5.8517e+005         8.7681e+005         -2447.1             3747.4              4947.3              -21.924             52.857              0                   0                   
269.9               5.8554e+005         8.773e+005          -2449.3             3747.4              4946.5              -21.932             52.853              0                   0                   
270                 5.8592e+005         8.778e+005          -2451.5             3747.3              4945.8              -21.939             52.85               0                   0                   
270.1               5.8629e+005         8.7829e+005         -2453.7             3747.2              4945                -21.947             52.846              0                   0                   
270.2               5.8666e+005         8.7879e+005         -2455.9             3747.2              4944.3              -21.954             52.842              0                   0                   
270.3               5.8704e+005         8.7928e+005         -2458.1             3747.1              4943.5              -21.961             52.838              0                   0                   
270.4               5.8741e+005         8.7977e+005         -2460.3             3747.1              4942.8              -21.969             52.835              0                   0                   
270.5               5.8779e+005         8.8027e+005         -2462.5             3747                4942                -21.976             52.831              0                   0                   
270.6               5.8816e+005         8.8076e+005         -2464.7             3746.9              4941.3              -21.983             52.827              0                   0                   
